session_id	split	recording_duration	sample_count	n2_onset	qc_50hz_peak_channels	qc_60hz_peak_channels	qc_large_amplitude_channels
ses-001	train	1320.0	168960	1020.0	0	2	0
ses-002	train	1290.0	165120	990.0	0	3	0
ses-003	train	960.0	122880	660.0	0	2	0
